지번주소,UMAP1,UMAP2,OPTICS_cluster_without_noise
서울특별시 광진구 구의동  20-14,14.386409,-6.1728077,1477
서울특별시 광진구 구의동  20-2,14.963974,-6.1547904,1501
서울특별시 광진구 구의동  200-1,-1.5797801,4.805295,1509
서울특별시 광진구 구의동  200-12,-1.5613735,4.8616753,1508
서울특별시 광진구 구의동  200-13,-1.5336866,4.847935,1508
서울특별시 광진구 구의동  200-14,-1.5326884,4.8528395,1508
서울특별시 광진구 구의동  200-15,-1.5682601,4.800172,1509
서울특별시 광진구 구의동  200-16,-1.5357023,4.8546524,1508
서울특별시 광진구 구의동  200-17,-1.5425926,4.8454413,1508
서울특별시 광진구 구의동  200-18,-1.5711888,4.816006,1509
서울특별시 광진구 구의동  200-19,-1.5818639,4.8163166,1509
서울특별시 광진구 구의동  200-2,-1.5841651,4.8002596,1509
서울특별시 광진구 구의동  200-20,-1.6182462,4.76517,1510
서울특별시 광진구 구의동  200-4,-1.5814097,4.8062415,1509
서울특별시 광진구 구의동  200-5,-1.5629315,4.827829,1509
서울특별시 광진구 구의동  200-6,-1.5573894,4.8326426,1508
서울특별시 광진구 구의동  200-7,-1.5275054,4.8619447,1508
서울특별시 광진구 구의동  201-10,6.5227594,18.233765,973
서울특별시 광진구 구의동  201-12,6.842873,18.546,980
서울특별시 광진구 구의동  201-13,6.8363395,18.540947,980
서울특별시 광진구 구의동  201-14,6.8441353,18.541357,980
서울특별시 광진구 구의동  201-18,6.724398,18.472988,978
서울특별시 광진구 구의동  201-19,6.809888,18.503796,979
서울특별시 광진구 구의동  201-21,6.8421197,18.521753,980
서울특별시 광진구 구의동  201-22,6.845801,18.535563,980
서울특별시 광진구 구의동  201-26,-1.6035107,4.7109303,1510
서울특별시 광진구 구의동  201-3,-1.613391,4.735878,1510
서울특별시 광진구 구의동  201-4,-1.6219639,4.728586,1510
서울특별시 광진구 구의동  201-5,-1.5780244,4.776184,1509
서울특별시 광진구 구의동  201-8,-1.5750903,4.8061023,1509
서울특별시 광진구 구의동  202-1,2.8285897,8.089273,742
서울특별시 광진구 구의동  202-10,2.8166656,8.084775,742
서울특별시 광진구 구의동  202-12,2.8084617,8.072126,742
서울특별시 광진구 구의동  202-14,2.8089008,8.069155,742
서울특별시 광진구 구의동  202-15,2.8023293,8.064588,742
서울특별시 광진구 구의동  202-16,2.6767683,7.7873898,761
서울특별시 광진구 구의동  202-18,2.8058636,8.067828,742
서울특별시 광진구 구의동  202-2,2.815464,8.072982,742
서울특별시 광진구 구의동  202-21,2.8073819,8.070346,742
서울특별시 광진구 구의동  202-22,2.810761,8.0640545,742
서울특별시 광진구 구의동  202-25,2.8040667,8.064243,742
서울특별시 광진구 구의동  202-26,2.8075159,8.070207,742
서울특별시 광진구 구의동  202-27,2.9199386,8.233787,741
서울특별시 광진구 구의동  202-28,2.8083544,8.0651455,742
서울특별시 광진구 구의동  202-3,2.844062,8.104624,742
서울특별시 광진구 구의동  202-30,2.8074238,8.069376,742
서울특별시 광진구 구의동  202-31,2.8078027,8.074017,742
서울특별시 광진구 구의동  202-4,2.8646688,8.120596,742
서울특별시 광진구 구의동  202-5,2.9287264,8.335229,741
서울특별시 광진구 구의동  202-6,2.9275093,8.346339,741
서울특별시 광진구 구의동  202-8,2.814777,8.08139,742
서울특별시 광진구 구의동  202-9,2.8117096,8.075773,742
서울특별시 광진구 구의동  203-12,10.240096,7.5472436,1111
서울특별시 광진구 구의동  203-13,10.24583,7.5538116,1111
서울특별시 광진구 구의동  203-14,10.242743,7.5595922,1111
서울특별시 광진구 구의동  203-15,10.247085,7.5545073,1111
서울특별시 광진구 구의동  203-17,10.243605,7.554207,1111
서울특별시 광진구 구의동  203-18,10.246743,7.5446653,1111
서울특별시 광진구 구의동  203-19,10.245966,7.550368,1111
서울특별시 광진구 구의동  203-21,10.256334,7.5442505,1112
서울특별시 광진구 구의동  203-23,10.265635,7.539641,1112
서울특별시 광진구 구의동  203-24,10.244451,7.5489306,1111
